STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,USA,United States,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,3097950,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,USA,United States,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,3097950,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MAR,Morocco,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,446550,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MAR,Morocco,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,446550,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLB,Solomon Islands,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,28900,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLB,Solomon Islands,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,28900,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,URY,Uruguay,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,175020,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,URY,Uruguay,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,175020,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,STP,Sao Tome and Principe,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,960,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,STP,Sao Tome and Principe,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,960,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BOL,Bolivia,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,506207.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BOL,Bolivia,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,504164.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRO,Faroe Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,0.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRO,Faroe Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,0.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FSM,Micronesia,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,700,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FSM,Micronesia,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,700,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SHN,Saint Helena,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,390,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SHN,Saint Helena,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,390,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LSO,Lesotho,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,30360,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LSO,Lesotho,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,30360,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GRL,Greenland,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,2.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GRL,Greenland,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,2.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NER,Niger,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,10672.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NER,Niger,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,10548.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVN,Slovenia,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,20136.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVN,Slovenia,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,20136.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HUN,Hungary,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,93030,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HUN,Hungary,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,93030,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GAB,Gabon,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,235187.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GAB,Gabon,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,235068.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDA,Moldova,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,3865,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDA,Moldova,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,3865,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CIV,Côte d’Ivoire,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,322460,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CIV,Côte d’Ivoire,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,322460,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BGD,Bangladesh,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,147570,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BGD,Bangladesh,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,147570,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SEN,Senegal,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,196710,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SEN,Senegal,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,196710,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,REU,Réunion,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,2520,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,REU,Réunion,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,2520,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JAM,Jamaica,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,6007.733,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JAM,Jamaica,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,6046.611,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVK,Slovak Republic,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,49030,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVK,Slovak Republic,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,49030,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHS,Bahamas,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,10010,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHS,Bahamas,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,10010,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AND,Andorra,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,160,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AND,Andorra,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,160,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MWI,Malawi,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,118480,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MWI,Malawi,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,118480,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TJK,Tajikistan,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,138790,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TJK,Tajikistan,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,138790,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KOR,Korea,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,62770,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KOR,Korea,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,62670,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,STP,Sao Tome and Principe,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,512.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,STP,Sao Tome and Principe,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,506.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLB,Solomon Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,25222.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLB,Solomon Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,25215.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COG,Congo,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,219310,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COG,Congo,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,219160,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHR,Bahrain,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,790,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHR,Bahrain,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,790,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TWN,Chinese Taipei,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,35410,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TWN,Chinese Taipei,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,35410,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,23200,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,23200,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHN,China (People’s Republic of),A,Annual,LAND,Land area,KM2,Square kilometres,2021,,9424703,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHN,China (People’s Republic of),A,Annual,LAND,Land area,KM2,Square kilometres,2022,,9424703,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JPN,Japan,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,377974,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JPN,Japan,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,377969.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BDI,Burundi,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,27830,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BDI,Burundi,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,27830,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VNM,Viet Nam,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,313429,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VNM,Viet Nam,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,313429,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVK,Slovak Republic,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,48080,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVK,Slovak Republic,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,48080,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DNK,Denmark,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,42920,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DNK,Denmark,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,42920,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRY,Paraguay,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,406752,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRY,Paraguay,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,406752,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BWA,Botswana,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,581730,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BWA,Botswana,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,581730,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ATG,Antigua and Barbuda,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,440,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ATG,Antigua and Barbuda,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,440,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRT,Portugal,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,92230,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRT,Portugal,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,92230,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VNM,Viet Nam,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,331344.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VNM,Viet Nam,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,331340,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SHN,Saint Helena,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,390,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SHN,Saint Helena,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,390,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYP,Cyprus,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,1725.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYP,Cyprus,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,1724.9,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TUR,Türkiye,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,769630,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TUR,Türkiye,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,769630,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AIA,Anguilla,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AIA,Anguilla,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,90,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEL,Belgium,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,30494,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEL,Belgium,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,30494,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BMU,Bermuda,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,4290,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BMU,Bermuda,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,4290,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SYC,Seychelles,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,460,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SYC,Seychelles,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,460,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MEX,Mexico,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1964375,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MEX,Mexico,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,1964375,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VEN,Venezuela,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,882050,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VEN,Venezuela,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,882050,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLT,Malta,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,320,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLT,Malta,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,320,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IDN,Indonesia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1916907,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IDN,Indonesia,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,1916907,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TUR,Türkiye,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,785350,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TUR,Türkiye,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,785350,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SGP,Singapore,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,153.9,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SGP,Singapore,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,152.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LUX,Luxembourg,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,887,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LUX,Luxembourg,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,887,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HUN,Hungary,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,20515.57,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HUN,Hungary,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,20500.99,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,UZB,Uzbekistan,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,448924,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,UZB,Uzbekistan,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,448924,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GTM,Guatemala,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,35162,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GTM,Guatemala,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,35046,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEL,Belgium,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,30689,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEL,Belgium,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,30689,,A,Normal value,0,Units,1,One
